sofifa_id,short_name,age,nationality,club_name,player_positions,overall,potential,value_eur,wage_eur,pace,shooting,passing,dribbling,defending,physic,is_goalkeeper,growth_gap,value_per_rating,age_group
203807,E. Bekdemir,28,Turkey,Çaykur Rizespor,"LM, RM",70,70,1800000,9000,76.0,66.0,69.0,72.0,49.0,57.0,False,0,25714.285714285714,25-28
203979,M. Bakalorz,30,Germany,Denizlispor,"CDM, CM",70,70,1500000,13000,63.0,65.0,60.0,62.0,69.0,76.0,False,0,21428.571428571428,29-32
204136,M. de Leeuw,33,Netherlands,FC Emmen,"ST, CAM",70,70,1100000,5000,53.0,69.0,61.0,69.0,58.0,70.0,False,0,15714.285714285714,33+
204152,J. Jønsson,27,Denmark,Cádiz CF,"CDM, CM",70,70,1600000,14000,74.0,56.0,63.0,67.0,67.0,74.0,False,0,22857.14285714286,25-28
204153,Y. Stark,29,Germany,SG Dynamo Dresden,"CDM, CM",70,70,1500000,5000,67.0,64.0,66.0,65.0,68.0,78.0,False,0,21428.571428571428,29-32
204278,David Simón,30,Spain,FC Cartagena,"RB, RM",70,70,1400000,5000,77.0,46.0,60.0,64.0,62.0,73.0,False,0,20000.0,29-32
204320,X. Mercier,30,France,Oud-Heverlee Leuven,"CM, CAM, RM",70,70,1600000,9000,61.0,68.0,75.0,69.0,53.0,62.0,False,0,22857.14285714286,29-32
204353,C. Forsyth,31,Scotland,Derby County,"LB, CB",70,70,1300000,15000,59.0,59.0,63.0,65.0,70.0,69.0,False,0,18571.428571428572,29-32
204370,S. van de Streek,27,Netherlands,FC Utrecht,"CAM, CM, ST",70,70,1900000,9000,66.0,70.0,66.0,68.0,58.0,65.0,False,0,27142.85714285714,25-28
204447,F. Lucioni,32,Italy,Lecce,CB,70,70,1100000,500,49.0,33.0,48.0,50.0,71.0,70.0,False,0,15714.285714285714,29-32
204682,Rafael Lopes,28,Portugal,Legia Warszawa,ST,70,70,1800000,8000,60.0,72.0,53.0,65.0,34.0,78.0,False,0,25714.285714285714,25-28
204684,M. Seuntjens,28,Netherlands,Fortuna Sittard,"CAM, ST",70,70,1800000,8000,71.0,69.0,68.0,73.0,62.0,74.0,False,0,25714.285714285714,25-28
205086,P. Klement,27,Germany,VfB Stuttgart,"CAM, CM, RM",70,70,1900000,13000,54.0,66.0,73.0,75.0,40.0,57.0,False,0,27142.85714285714,25-28
205156,Choi Young Joon,28,Korea Republic,Pohang Steelers,CDM,70,70,1600000,5000,69.0,61.0,66.0,67.0,65.0,72.0,False,0,22857.14285714286,25-28
205408,S. Gentiletti,35,Argentina,Newell's Old Boys,CB,70,70,550000,6000,53.0,38.0,57.0,61.0,70.0,70.0,False,0,7857.142857142857,33+
205425,Luís Leal,33,São Tomé & Príncipe,Club Tijuana,"ST, RM",70,70,1100000,13000,69.0,73.0,62.0,66.0,34.0,72.0,False,0,15714.285714285714,33+
205524,Rúben Ferreira,30,Portugal,Clube Sport Marítimo,LB,70,70,1400000,6000,67.0,58.0,69.0,69.0,67.0,67.0,False,0,20000.0,29-32
205735,M. Pucciarelli,29,Italy,Chievo Verona,"ST, CAM, CF",70,70,1800000,500,80.0,69.0,64.0,76.0,42.0,57.0,False,0,25714.285714285714,29-32
206110,J. Acosta,29,Argentina,Liverpool Fútbol Club,"LM, ST, LW",70,70,1700000,500,83.0,66.0,62.0,71.0,38.0,61.0,False,0,24285.714285714286,29-32
206269,L. Jans,27,Luxembourg,FC Metz,RB,70,70,1600000,10000,68.0,49.0,66.0,68.0,66.0,68.0,False,0,22857.14285714286,25-28
206435,A. Giannou,30,Australia,Unknown,ST,70,70,0,0,66.0,71.0,55.0,66.0,28.0,74.0,False,0,0.0,29-32
206550,B. Grobler,32,South Africa,Unknown,ST,70,70,0,0,76.0,68.0,56.0,68.0,34.0,63.0,False,0,0.0,29-32
206577,S. Peeters,28,Belgium,KAS Eupen,"CM, CAM, CDM",70,70,1800000,8000,61.0,69.0,74.0,67.0,60.0,69.0,False,0,25714.285714285714,25-28
207465,Felipe,29,Brazil,DC United,"CDM, CM",70,70,1500000,5000,56.0,65.0,71.0,69.0,61.0,71.0,False,0,21428.571428571428,29-32
207645,M. Barrow,27,Gambia,Jeonbuk Hyundai Motors,"LM, LW",70,70,1900000,7000,93.0,62.0,61.0,72.0,37.0,50.0,False,0,27142.85714285714,25-28
207746,S. Yago,27,Burkina Faso,Stade Malherbe Caen,"RB, CB",70,70,1600000,5000,65.0,40.0,61.0,69.0,67.0,78.0,False,0,22857.14285714286,25-28
208099,I. Runje,29,Croatia,Jagiellonia Białystok,CB,70,70,1500000,6000,41.0,25.0,50.0,45.0,70.0,79.0,False,0,21428.571428571428,29-32
208374,A. Wooten,30,United States,Philadelphia Union,ST,70,70,1700000,5000,71.0,70.0,64.0,68.0,34.0,73.0,False,0,24285.714285714286,29-32
208505,R. Zozulya,30,Ukraine,Albacete BP,ST,70,70,1700000,6000,76.0,68.0,58.0,64.0,44.0,81.0,False,0,24285.714285714286,29-32
208631,F. Starzyński,29,Poland,Zagłębie Lubin,"CAM, CM",70,70,1700000,6000,44.0,67.0,74.0,72.0,47.0,61.0,False,0,24285.714285714286,29-32
208679,R. Himmelmann,31,Germany,FC St. Pauli,GK,70,70,1100000,8000,,,,,,,True,0,15714.285714285714,29-32
208835,Y. M'Changama,29,Comoros,En Avant de Guingamp,"CM, CAM",70,70,1700000,6000,81.0,59.0,69.0,73.0,63.0,71.0,False,0,24285.714285714286,29-32
209005,L. Cardozo,31,Paraguay,Club Libertad,"CB, RB",70,70,1300000,500,77.0,35.0,46.0,54.0,70.0,73.0,False,0,18571.428571428572,29-32
209504,B. Hrgota,27,Sweden,SpVgg Greuther Fürth,"RW, ST",70,70,1900000,7000,71.0,74.0,63.0,71.0,26.0,65.0,False,0,27142.85714285714,25-28
209610,J. Vázquez,32,Mexico,Guadalajara,"CM, CDM",70,70,1300000,24000,72.0,53.0,68.0,66.0,71.0,70.0,False,0,18571.428571428572,29-32
209613,P. Iemmello,28,Italy,Benevento,ST,70,70,1800000,12000,79.0,70.0,59.0,70.0,22.0,65.0,False,0,25714.285714285714,25-28
210004,B. Saller,27,Germany,SSV Jahn Regensburg,"RB, CM, CAM",70,70,1600000,7000,77.0,53.0,67.0,67.0,64.0,66.0,False,0,22857.14285714286,25-28
210140,A. Al Mayoof,33,Saudi Arabia,Al Hilal,GK,70,70,950000,15000,,,,,,,True,0,13571.42857142857,33+
210214,Jozabed,29,Spain,Málaga CF,"CM, CDM, CAM",70,70,1700000,7000,57.0,69.0,69.0,70.0,57.0,64.0,False,0,24285.714285714286,29-32
210374,J. Vigón,28,Mexico,U.N.A.M.,CM,70,70,1800000,8000,68.0,60.0,67.0,69.0,68.0,78.0,False,0,25714.285714285714,25-28
210868,José Mari,32,Spain,Cádiz CF,"CDM, CM",70,70,1200000,14000,68.0,60.0,66.0,66.0,66.0,74.0,False,0,17142.85714285714,29-32
210880,R. Fiamozzi,27,Italy,Empoli,RB,70,70,1600000,500,84.0,49.0,62.0,65.0,63.0,78.0,False,0,22857.14285714286,25-28
211004,Han Kook Young,30,Korea Republic,Gangwon FC,"CDM, CM",70,70,1500000,5000,72.0,42.0,64.0,66.0,66.0,76.0,False,0,21428.571428571428,29-32
211124,P. Hurtado,29,Peru,Atiker Konyaspor,"CAM, LM",70,70,1700000,11000,78.0,68.0,70.0,72.0,44.0,54.0,False,0,24285.714285714286,29-32
211265,A. Rojas,34,Argentina,Central Córdoba,"CM, CDM, LM",70,70,875000,7000,60.0,70.0,69.0,71.0,65.0,71.0,False,0,12500.0,33+
211327,M. Goicoechea,32,Uruguay,Toulouse Football Club,GK,70,70,1100000,3000,,,,,,,True,0,15714.285714285714,29-32
211339,R. Cardozo,30,Bolivia,Unknown,LM,70,70,0,0,74.0,59.0,67.0,68.0,55.0,53.0,False,0,0.0,29-32
211394,P. Faragò,27,Italy,Cagliari,"CM, RM, RB",70,70,1800000,17000,63.0,57.0,70.0,69.0,65.0,66.0,False,0,25714.285714285714,25-28
211745,P. Riese,30,Germany,FC Erzgebirge Aue,CDM,70,70,1500000,5000,59.0,55.0,63.0,63.0,66.0,74.0,False,0,21428.571428571428,29-32
211872,P. Heise,29,Germany,Karlsruher SC,"LB, LM",70,70,1500000,7000,76.0,61.0,66.0,67.0,64.0,73.0,False,0,21428.571428571428,29-32
211903,B. Kololli,28,Kosovo,FC Zürich,"LM, ST, LB",70,70,1800000,9000,75.0,67.0,66.0,70.0,54.0,68.0,False,0,25714.285714285714,25-28
211907,J. Gondorf,32,Germany,Karlsruher SC,"CM, CDM",70,70,1300000,8000,52.0,63.0,70.0,70.0,66.0,77.0,False,0,18571.428571428572,29-32
212332,R. Ramírez,30,Paraguay,River Plate Asunción,ST,70,70,1700000,500,79.0,69.0,61.0,71.0,37.0,68.0,False,0,24285.714285714286,29-32
213010,Cifu,29,Spain,Málaga CF,"RB, RWB, RM",70,70,1500000,6000,81.0,54.0,58.0,67.0,64.0,75.0,False,0,21428.571428571428,29-32
213064,F. Calvo,27,Costa Rica,Chicago Fire,CB,70,70,1600000,5000,67.0,44.0,60.0,62.0,69.0,75.0,False,0,22857.14285714286,25-28
213106,R. Sigurjónsson,30,Iceland,Unknown,"CM, CDM",70,70,0,0,66.0,71.0,71.0,69.0,52.0,82.0,False,0,0.0,29-32
213136,S. Willems,29,France,Sporting de Charleroi,"CB, LB",70,70,1500000,8000,68.0,44.0,59.0,58.0,72.0,69.0,False,0,21428.571428571428,29-32
213439,J. Osorio,28,Canada,Toronto FC,"CM, LM, CDM",70,70,1800000,5000,62.0,68.0,69.0,74.0,55.0,65.0,False,0,25714.285714285714,25-28
213498,S. Martinsson Ngouali,28,Gabon,Hammarby IF,"CM, CDM",70,70,1800000,4000,71.0,60.0,67.0,72.0,66.0,75.0,False,0,25714.285714285714,25-28
213512,G. Þórarinsson,28,Iceland,New York City FC,"LWB, LM, CM",70,70,1500000,5000,62.0,63.0,70.0,70.0,61.0,70.0,False,0,21428.571428571428,25-28
213619,S. Sáez,35,Argentina,Unión La Calera,ST,70,70,825000,2000,69.0,68.0,49.0,70.0,25.0,70.0,False,0,11785.714285714286,33+
214031,G. Mera,30,Colombia,Junior FC,CB,70,70,1400000,500,48.0,26.0,39.0,41.0,70.0,81.0,False,0,20000.0,29-32
214369,A. Andrade,31,Colombia,Atlético Nacional,"LM, RM",70,70,1600000,4000,77.0,66.0,67.0,72.0,45.0,63.0,False,0,22857.14285714286,29-32
214543,D. Leudo,30,Colombia,Deportivo Binacional,"CDM, CM",70,70,1500000,500,68.0,49.0,65.0,62.0,65.0,71.0,False,0,21428.571428571428,29-32
214605,A. Mejía,31,Colombia,Club Libertad,"CDM, CM",70,70,1300000,500,61.0,40.0,59.0,53.0,65.0,86.0,False,0,18571.428571428572,29-32
214685,P. Rubio,31,Chile,Alianza Lima,"ST, LW",70,70,1600000,500,74.0,70.0,60.0,69.0,26.0,73.0,False,0,22857.14285714286,29-32
214697,N. Berardo,29,Argentina,Coquimbo Unido,"LB, CB",70,70,1500000,2000,69.0,46.0,64.0,60.0,64.0,80.0,False,0,21428.571428571428,29-32
214777,L. Díaz,28,Argentina,Estudiantes de La Plata,ST,70,70,1800000,11000,69.0,69.0,63.0,68.0,26.0,68.0,False,0,25714.285714285714,25-28
214817,A. Sagal,27,Chile,Denizlispor,"LM, ST",70,70,1900000,14000,74.0,69.0,63.0,67.0,50.0,75.0,False,0,27142.85714285714,25-28
214854,R. Farfán,28,Chile,Coquimbo Unido,RW,70,70,1800000,3000,91.0,60.0,62.0,71.0,34.0,60.0,False,0,25714.285714285714,25-28
214965,C. Riaño,31,Argentina,Central Córdoba,ST,70,70,1600000,8000,73.0,69.0,62.0,69.0,23.0,66.0,False,0,22857.14285714286,29-32
214986,F. Meza,30,Argentina,Atlanta United,"CB, RB",70,70,1400000,5000,65.0,32.0,53.0,62.0,71.0,68.0,False,0,20000.0,29-32
214990,M. Catalán,27,Argentina,Atlético de San Luis,RB,70,70,1600000,9000,91.0,58.0,64.0,63.0,64.0,69.0,False,0,22857.14285714286,25-28
214993,P. Alvarado,34,Argentina,Independiente del Valle,CB,70,70,650000,500,51.0,36.0,50.0,61.0,70.0,72.0,False,0,9285.714285714286,33+
215062,E. Zelaya,32,Argentina,Damac FC,ST,70,70,1400000,13000,73.0,71.0,58.0,61.0,32.0,74.0,False,0,20000.0,29-32
215321,J. Schunke,33,Argentina,Club Atlético Aldosivi,CB,70,70,850000,7000,31.0,40.0,53.0,46.0,71.0,75.0,False,0,12142.857142857143,33+
215720,M. Vešović,28,Montenegro,Legia Warszawa,RB,70,70,1500000,7000,84.0,54.0,65.0,71.0,64.0,71.0,False,0,21428.571428571428,25-28
216079,A. Di Gaudio,30,Italy,Hellas Verona,LW,70,70,1700000,16000,85.0,59.0,62.0,77.0,31.0,45.0,False,0,24285.714285714286,29-32
216182,M. Leitgeb,32,Austria,Wolfsberger AC,"CDM, CM",70,70,1200000,9000,38.0,54.0,59.0,60.0,71.0,75.0,False,0,17142.85714285714,29-32
216229,R. Dugimont,34,France,AJ Auxerre,"LM, CAM, ST",70,70,900000,5000,60.0,73.0,69.0,68.0,40.0,79.0,False,0,12857.142857142857,33+
216260,F. Kaufmann,27,Germany,Eintracht Braunschweig,RM,70,70,1900000,10000,88.0,60.0,61.0,70.0,52.0,72.0,False,0,27142.85714285714,25-28
216376,Marco Sangalli,28,Spain,Real Oviedo,"RM, RB",70,70,1800000,7000,76.0,69.0,64.0,71.0,52.0,65.0,False,0,25714.285714285714,25-28
216682,D. Hotto,29,Namibia,Orlando Pirates,LW,70,70,1700000,500,80.0,70.0,68.0,71.0,28.0,59.0,False,0,24285.714285714286,29-32
216751,D. Bejarano,28,Bolivia,Club Bolívar,"RB, RWB, RM",70,70,1500000,500,66.0,38.0,61.0,62.0,66.0,58.0,False,0,21428.571428571428,25-28
216811,K. Waston,32,Costa Rica,FC Cincinnati,CB,70,70,1100000,5000,43.0,30.0,44.0,42.0,68.0,81.0,False,0,15714.285714285714,29-32
217502,A. Kofler,33,Austria,Wolfsberger AC,GK,70,70,950000,7000,,,,,,,True,0,13571.42857142857,33+
217532,M. El-Munir,28,Libya,Los Angeles FC,"LB, LM",70,70,1500000,5000,84.0,29.0,58.0,68.0,66.0,66.0,False,0,21428.571428571428,25-28
217649,S. Gonda,31,Japan,Portimonense SC,GK,70,70,1100000,4000,,,,,,,True,0,15714.285714285714,29-32
218717,G. Mhango,27,Malawi,Orlando Pirates,ST,70,70,1900000,500,77.0,73.0,46.0,70.0,21.0,61.0,False,0,27142.85714285714,25-28
218747,C. Pinares,29,Chile,Universidad Católica,"CAM, CM, LM",70,70,1700000,500,81.0,66.0,68.0,73.0,35.0,66.0,False,0,24285.714285714286,29-32
219413,E. Velasco,28,Colombia,América de Cali,LB,70,70,1500000,500,78.0,36.0,58.0,65.0,64.0,79.0,False,0,21428.571428571428,25-28
219771,Gabriel Xavier,26,Brazil,Nagoya Grampus,"CAM, RM, ST",70,70,1900000,4000,70.0,64.0,69.0,73.0,39.0,50.0,False,0,27142.85714285714,25-28
219912,L. Manyama,29,South Africa,Kaizer Chiefs,"CAM, LM, RM",70,70,1700000,500,73.0,73.0,65.0,69.0,38.0,63.0,False,0,24285.714285714286,29-32
220862,J. Hugill,28,England,Norwich City,ST,70,70,1800000,8000,70.0,68.0,52.0,65.0,38.0,85.0,False,0,25714.285714285714,25-28
220938,J. Correa,27,Argentina,Clube Sport Marítimo,"LM, RM, CAM",70,70,1900000,6000,71.0,67.0,66.0,73.0,27.0,62.0,False,0,27142.85714285714,25-28
221434,D. Villalpando,28,Mexico,Guadalajara,"CM, CDM, CAM",70,70,1800000,25000,67.0,65.0,71.0,74.0,51.0,62.0,False,0,25714.285714285714,25-28
221480,Y. Cabrera,29,Colombia,América de Cali,"CAM, CM",70,70,1700000,500,76.0,64.0,68.0,76.0,50.0,50.0,False,0,24285.714285714286,29-32
221488,R. Hollingshead,29,United States,FC Dallas,"LB, RB, RM",70,70,1500000,5000,61.0,61.0,64.0,68.0,69.0,74.0,False,0,21428.571428571428,29-32
221791,R. Kurzawa,27,Poland,Amiens SC,"LM, RM",70,70,1900000,4000,60.0,65.0,71.0,71.0,61.0,60.0,False,0,27142.85714285714,25-28
221820,Zhang Xizhe,29,China PR,Beijing Sinobo Guoan FC,"CAM, RM, CM",70,70,1700000,11000,72.0,63.0,68.0,70.0,48.0,60.0,False,0,24285.714285714286,29-32
221838,M. Jojić,28,Serbia,Medipol Başakşehir FK,"CM, RM, CDM",70,70,1800000,20000,67.0,72.0,74.0,73.0,56.0,70.0,False,0,25714.285714285714,25-28
221875,Son Jun Ho,28,Korea Republic,Jeonbuk Hyundai Motors,"CM, CDM",70,70,1800000,7000,60.0,63.0,68.0,64.0,62.0,69.0,False,0,25714.285714285714,25-28
222278,Tang Miao,29,China PR,Guangzhou R&F FC,"RB, RM, RWB",70,70,1500000,9000,75.0,29.0,64.0,69.0,61.0,78.0,False,0,21428.571428571428,29-32
222315,G. Esparza,27,Argentina,Sol de América,LM,70,70,1900000,500,90.0,60.0,64.0,72.0,44.0,54.0,False,0,27142.85714285714,25-28
222741,Leandro Pereira,28,Brazil,Sanfrecce Hiroshima,ST,70,70,1800000,8000,65.0,69.0,56.0,67.0,40.0,73.0,False,0,25714.285714285714,25-28
222987,H. Yamaguchi,29,Japan,Vissel Kobe,"CM, CDM",70,70,1700000,6000,75.0,64.0,70.0,72.0,65.0,71.0,False,0,24285.714285714286,29-32
223065,G. Toledo,30,Argentina,Atlético Tucumán,RB,70,70,1400000,7000,76.0,48.0,62.0,69.0,65.0,65.0,False,0,20000.0,29-32
223243,E. Aguilera,31,Argentina,Club América,CB,70,70,1300000,18000,47.0,54.0,54.0,46.0,71.0,76.0,False,0,18571.428571428572,29-32
223313,H. Arslan,31,Turkey,Sivasspor,"CDM, CM",70,70,1300000,9000,61.0,65.0,64.0,70.0,68.0,75.0,False,0,18571.428571428572,29-32
223581,J. Iglesias,31,Uruguay,Clermont Foot 63,"CDM, CAM",70,70,1300000,4000,63.0,60.0,68.0,70.0,65.0,68.0,False,0,18571.428571428572,29-32
223740,Eguaras,28,Spain,Real Zaragoza,"CM, CDM",70,70,1800000,7000,60.0,58.0,73.0,64.0,67.0,77.0,False,0,25714.285714285714,25-28
223843,D. Frascarelli,35,Uruguay,SD Aucas,GK,70,70,475000,500,,,,,,,True,0,6785.714285714285,33+
223879,L. Ramos,30,Argentina,Pachuca,ST,70,70,1700000,11000,69.0,70.0,54.0,67.0,32.0,78.0,False,0,24285.714285714286,29-32
223994,S. Mugoša,28,Montenegro,Incheon United FC,ST,70,70,1800000,3000,68.0,69.0,48.0,68.0,24.0,71.0,False,0,25714.285714285714,25-28
224315,L. Paganini,27,Italy,Lecce,"RM, CM",70,70,1900000,500,75.0,55.0,66.0,72.0,29.0,59.0,False,0,27142.85714285714,25-28
224358,Dani Ramírez,28,Spain,Lech Poznań,"CAM, RM",70,70,1800000,7000,72.0,65.0,68.0,73.0,36.0,60.0,False,0,25714.285714285714,25-28
224508,L. Mancuso,28,Italy,Empoli,"ST, LW, RW",70,70,1800000,500,76.0,70.0,62.0,72.0,34.0,68.0,False,0,25714.285714285714,25-28
224604,Wang Shenchao,31,China PR,Shanghai SIPG FC,"RB, RWB, CB",70,70,1300000,7000,71.0,32.0,55.0,63.0,66.0,69.0,False,0,18571.428571428572,29-32
224831,G. Beltrán,36,Paraguay,Nacional Asunción,ST,70,70,625000,500,67.0,72.0,52.0,70.0,23.0,67.0,False,0,8928.57142857143,33+
224885,Guilherme Sityá,30,Brazil,Atiker Konyaspor,"LB, LM",70,70,1400000,9000,80.0,36.0,67.0,70.0,62.0,76.0,False,0,20000.0,29-32
225445,D. Bohar,28,Slovenia,Zagłębie Lubin,LM,70,70,1800000,6000,82.0,67.0,64.0,69.0,33.0,62.0,False,0,25714.285714285714,25-28
225681,L. León,27,Ecuador,Atlético de San Luis,"CB, CDM",70,70,1600000,9000,57.0,35.0,43.0,49.0,71.0,68.0,False,0,22857.14285714286,25-28
225682,M. Pineida,27,Ecuador,Barcelona Sporting Club,"LB, RB",70,70,1600000,500,70.0,34.0,61.0,55.0,67.0,52.0,False,0,22857.14285714286,25-28
226215,Sabin Merino,28,Spain,CD Leganés,"ST, LW, RW",70,70,1800000,9000,71.0,68.0,65.0,70.0,56.0,59.0,False,0,25714.285714285714,25-28
226382,L. Villarruel,29,Argentina,LDU Quito,"CDM, CM",70,70,1500000,500,74.0,49.0,67.0,68.0,63.0,77.0,False,0,21428.571428571428,29-32
226434,R. García,31,Uruguay,Club Atlético Colón,CB,70,70,1300000,7000,53.0,35.0,46.0,53.0,71.0,73.0,False,0,18571.428571428572,29-32
226797,V. Malcorra,32,Argentina,Club Atlas,"LM, CM",70,70,1400000,8000,71.0,65.0,71.0,72.0,62.0,64.0,False,0,20000.0,29-32
227235,K. Kerschbaumer,28,Austria,1. FC Heidenheim 1846,"CM, LM",70,70,1800000,14000,72.0,66.0,68.0,68.0,62.0,76.0,False,0,25714.285714285714,25-28
228312,R. Lod,27,Finland,Minnesota United FC,LM,70,70,1900000,5000,70.0,69.0,70.0,71.0,53.0,64.0,False,0,27142.85714285714,25-28
228861,S. Iljutcenko,29,Russia,Pohang Steelers,ST,70,70,1800000,6000,75.0,70.0,49.0,63.0,36.0,77.0,False,0,25714.285714285714,29-32
229037,Borja Valle,27,Spain,Dinamo Bucureşti,"LM, ST, CM",70,70,1900000,4000,71.0,71.0,66.0,69.0,49.0,65.0,False,0,27142.85714285714,25-28
229282,Thiago Santana,27,Brazil,Santa Clara,ST,70,70,1900000,4000,67.0,71.0,57.0,67.0,24.0,74.0,False,0,27142.85714285714,25-28
229494,Miguel Vieira,29,Portugal,Medipol Başakşehir FK,CB,70,70,1500000,18000,49.0,30.0,42.0,45.0,70.0,76.0,False,0,21428.571428571428,29-32
229667,Josan,30,Spain,Elche CF,"RM, LM, CM",70,70,1700000,11000,85.0,62.0,63.0,73.0,35.0,50.0,False,0,24285.714285714286,29-32
230169,Vítor Angulho,24,Brazil,Ceará Sporting Club,GK,70,70,1400000,5000,,,,,,,True,0,20000.0,20-24
230180,Adrizinho Bastos,32,Brazil,Vasco da Gama,GK,70,70,1100000,7000,,,,,,,True,0,15714.285714285714,29-32
230190,Renatao Baumer,24,Brazil,Goiás,LB,70,70,1700000,6000,65.0,52.0,64.0,59.0,69.0,71.0,False,0,24285.714285714286,20-24
230193,Carvamelinho,24,Brazil,Grêmio,RB,70,70,1700000,12000,68.0,55.0,69.0,58.0,67.0,65.0,False,0,24285.714285714286,20-24
230194,Jaimosa Cavaco,20,Brazil,Goiás,RB,70,70,1700000,5000,72.0,63.0,52.0,56.0,66.0,46.0,False,0,24285.714285714286,Under 20
230203,Claytisco Branco,24,Brazil,Santos,RB,70,70,1700000,11000,64.0,52.0,63.0,57.0,72.0,64.0,False,0,24285.714285714286,20-24
230243,Breno Bemposta,24,Brazil,Ceará Sporting Club,"CDM, CM",70,70,1700000,6000,44.0,57.0,66.0,69.0,71.0,68.0,False,0,24285.714285714286,20-24
230266,Heltinho Melo,24,Brazil,Club Athletico Paranaense,"CAM, RB",70,70,2000000,8000,78.0,54.0,71.0,74.0,48.0,55.0,False,0,28571.428571428572,20-24
230292,Eltildo Bessa,24,Brazil,Fortaleza,"ST, CF, LW",70,70,2000000,8000,86.0,68.0,56.0,76.0,31.0,44.0,False,0,28571.428571428572,20-24
230296,Cristian Lodeira,28,Brazil,Goiás,ST,70,70,1800000,9000,78.0,69.0,58.0,76.0,29.0,52.0,False,0,25714.285714285714,25-28
230299,Arthur Silbeira,24,Brazil,Santos,ST,70,70,2000000,14000,64.0,73.0,59.0,68.0,29.0,58.0,False,0,28571.428571428572,20-24
230377,Sanaldo Caiado,32,Brazil,Palmeiras,CAM,70,70,1400000,500,71.0,70.0,68.0,73.0,40.0,56.0,False,0,20000.0,29-32
230382,Milton Menceiros,28,Brazil,Ceará Sporting Club,CB,70,70,1600000,8000,69.0,49.0,57.0,57.0,68.0,75.0,False,0,22857.14285714286,25-28
230383,Pombaxinho,24,Brazil,Goiás,CB,70,70,1700000,6000,48.0,45.0,56.0,47.0,73.0,66.0,False,0,24285.714285714286,20-24
230387,Heitinho Zanon,24,Brazil,Bahia,"CB, LB",70,70,1700000,6000,61.0,34.0,47.0,39.0,70.0,77.0,False,0,24285.714285714286,20-24
230398,Eltson Marques,28,Brazil,Internacional,CB,70,70,1600000,14000,40.0,43.0,43.0,47.0,70.0,70.0,False,0,22857.14285714286,25-28
230400,Allison Sireo,20,Brazil,Coritiba,CB,70,70,1700000,8000,75.0,35.0,42.0,40.0,72.0,71.0,False,0,24285.714285714286,Under 20
230410,Natinho Mestres,28,Brazil,Palmeiras,RM,70,70,1800000,500,77.0,64.0,65.0,73.0,34.0,52.0,False,0,25714.285714285714,25-28
230415,Lourival Dinisco,20,Brazil,Fortaleza,CB,70,70,1700000,5000,61.0,52.0,53.0,48.0,71.0,73.0,False,0,24285.714285714286,Under 20
230443,Ansel Barnisco,20,Brazil,Fortaleza,"CDM, CM, RM",70,70,1800000,5000,63.0,54.0,65.0,62.0,70.0,72.0,False,0,25714.285714285714,Under 20
230444,Edardynho Neto,24,Brazil,Vasco da Gama,ST,70,70,2000000,8000,79.0,73.0,50.0,74.0,23.0,57.0,False,0,28571.428571428572,20-24
230454,Leôncio Lobeiro,20,Brazil,Flamengo,"RW, RM",70,70,2000000,500,83.0,64.0,64.0,75.0,31.0,64.0,False,0,28571.428571428572,Under 20
230459,Tiago Pombeira,20,Brazil,Atlético Mineiro,CAM,70,70,2000000,13000,74.0,64.0,68.0,74.0,32.0,47.0,False,0,28571.428571428572,Under 20
230486,Paulolettinho,24,Brazil,Fortaleza,"CAM, RM, RW",70,70,2000000,7000,79.0,59.0,70.0,72.0,32.0,63.0,False,0,28571.428571428572,20-24
230522,Nascimentardo,20,Brazil,Ceará Sporting Club,"CAM, RM",70,70,2000000,6000,83.0,57.0,72.0,74.0,39.0,48.0,False,0,28571.428571428572,Under 20
230531,Saberto Botelho,20,Brazil,Club Athletico Paranaense,CDM,70,70,1800000,6000,65.0,51.0,54.0,58.0,72.0,78.0,False,0,25714.285714285714,Under 20
230923,Thiago Santos,30,Brazil,FC Dallas,CDM,70,70,1500000,5000,61.0,44.0,60.0,64.0,72.0,75.0,False,0,21428.571428571428,29-32
232054,B. Cáceres,31,Paraguay,Club Libertad,"LM, CM, CDM",70,70,1600000,500,70.0,65.0,68.0,66.0,55.0,62.0,False,0,22857.14285714286,29-32
232512,Y. Kashiwa,32,Japan,Sanfrecce Hiroshima,"LM, LWB",70,70,1400000,7000,79.0,65.0,66.0,72.0,44.0,51.0,False,0,20000.0,29-32
232692,G. Acosta,31,Argentina,Atlético Tucumán,"CM, RM",70,70,1500000,8000,68.0,69.0,68.0,71.0,59.0,74.0,False,0,21428.571428571428,29-32
232729,C. Tarragona,29,Argentina,Vélez Sarsfield,ST,70,70,1800000,11000,72.0,70.0,52.0,69.0,40.0,64.0,False,0,25714.285714285714,29-32
232860,K. Higashi,29,Japan,FC Tokyo,"LM, RM",70,70,1700000,7000,71.0,64.0,67.0,67.0,60.0,72.0,False,0,24285.714285714286,29-32
232884,S. Doi,28,Japan,Kashima Antlers,"CF, ST, RM",70,70,1800000,7000,73.0,69.0,67.0,72.0,46.0,53.0,False,0,25714.285714285714,25-28
232919,N. Fujita,33,Japan,Cerezo Osaka,"CDM, CM",70,70,875000,5000,54.0,59.0,68.0,69.0,64.0,69.0,False,0,12500.0,33+
233437,S. Hlanti,30,South Africa,Unknown,"LB, LM, CB",70,70,0,0,71.0,34.0,61.0,66.0,69.0,62.0,False,0,0.0,29-32
